Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker,Capital Gains,category
2025-10-10 00:00:00-04:00,254.94000244140625,256.3800048828125,244.0,245.27000427246094,61999100,0.0,0.0,AAPL,,Information Technology
2025-10-13 00:00:00-04:00,249.3800048828125,249.69000244140625,245.55999755859375,247.66000366210938,38142900,0.0,0.0,AAPL,,Information Technology
2025-10-14 00:00:00-04:00,246.60000610351562,248.85000610351562,244.6999969482422,247.77000427246094,35478000,0.0,0.0,AAPL,,Information Technology
2025-10-15 00:00:00-04:00,249.49000549316406,251.82000732421875,247.47000122070312,249.33999633789062,33893600,0.0,0.0,AAPL,,Information Technology
2025-10-16 00:00:00-04:00,248.25,249.0399932861328,245.1300048828125,247.4499969482422,39777000,0.0,0.0,AAPL,,Information Technology
2025-10-17 00:00:00-04:00,248.02000427246094,253.3800048828125,247.27000427246094,252.2899932861328,49147000,0.0,0.0,AAPL,,Information Technology
2025-10-20 00:00:00-04:00,255.88999938964844,264.3800048828125,255.6300048828125,262.239990234375,90483000,0.0,0.0,AAPL,,Information Technology
2025-10-21 00:00:00-04:00,261.8800048828125,265.2900085449219,261.8299865722656,262.7699890136719,46695900,0.0,0.0,AAPL,,Information Technology
2025-10-22 00:00:00-04:00,262.6499938964844,262.8500061035156,255.42999267578125,258.45001220703125,44954300,0.0,0.0,AAPL,,Information Technology
2025-09-23 00:00:00-04:00,310.31133589735856,314.77960231730736,309.0773147087216,311.22686767578125,8584400,0.0,0.0,JPM,,Financials
2025-09-24 00:00:00-04:00,312.53055191308846,315.04831005850303,310.1620923339846,311.90362548828125,7310500,0.0,0.0,JPM,,Financials
2025-09-25 00:00:00-04:00,312.60021306425335,314.1228093708585,310.2914304489001,311.9334716796875,7083200,0.0,0.0,JPM,,Financials
2025-09-26 00:00:00-04:00,313.3764314704185,316.2723558301295,312.1822555829643,314.53082275390625,7258100,0.0,0.0,JPM,,Financials
2025-09-29 00:00:00-04:00,315.52599496806425,316.47141081731513,312.1424509532589,314.1626281738281,6462400,0.0,0.0,JPM,,Financials
2025-09-30 00:00:00-04:00,314.71990956858593,315.8743008654659,308.6096017269858,313.90386962890625,11823300,0.0,0.0,JPM,,Financials
2025-10-01 00:00:00-04:00,312.450932545579,313.06792796484126,305.92267396447164,309.2066955566406,9235200,0.0,0.0,JPM,,Financials
2025-10-02 00:00:00-04:00,308.5001396138323,309.05742775902445,304.6588298723343,306.0619812011719,7600000,0.0,0.0,JPM,,Financials
2025-10-03 00:00:00-04:00,307.0173638395194,310.15211730487346,306.71879709000723,308.5299987792969,6029900,0.0,0.0,JPM,,Financials
2025-10-06 00:00:00-04:00,310.17999267578125,311.75,305.1300048828125,309.17999267578125,7214500,1.5,0.0,JPM,,Financials
2025-10-07 00:00:00-04:00,309.3500061035156,310.010009765625,304.70001220703125,307.69000244140625,8454200,0.0,0.0,JPM,,Financials
2025-10-08 00:00:00-04:00,308.2099914550781,308.7799987792969,303.54998779296875,304.0299987792969,6489900,0.0,0.0,JPM,,Financials
2025-10-09 00:00:00-04:00,305.04998779296875,308.0400085449219,303.3900146484375,305.5299987792969,7060300,0.0,0.0,JPM,,Financials
2025-10-10 00:00:00-04:00,305.6600036621094,310.4700012207031,300.80999755859375,300.8900146484375,8597400,0.0,0.0,JPM,,Financials
2025-10-13 00:00:00-04:00,305.6000061035156,309.4599914550781,305.45001220703125,307.9700012207031,10788700,0.0,0.0,JPM,,Financials
2025-10-14 00:00:00-04:00,305.8399963378906,307.0,294.2099914550781,302.0799865722656,16178800,0.0,0.0,JPM,,Financials
2025-10-15 00:00:00-04:00,306.3900146484375,312.1199951171875,305.44000244140625,305.69000244140625,11354800,0.0,0.0,JPM,,Financials
2025-10-16 00:00:00-04:00,305.3500061035156,308.67999267578125,297.07000732421875,298.5400085449219,10549400,0.0,0.0,JPM,,Financials
2025-10-17 00:00:00-04:00,299.1600036621094,299.54998779296875,294.20001220703125,297.55999755859375,10153500,0.0,0.0,JPM,,Financials
2025-10-20 00:00:00-04:00,298.5,303.69000244140625,298.1600036621094,302.3599853515625,6894900,0.0,0.0,JPM,,Financials
2025-10-21 00:00:00-04:00,301.6600036621094,304.04998779296875,297.0,297.0899963378906,7372700,0.0,0.0,JPM,,Financials
2025-10-22 00:00:00-04:00,297.7699890136719,298.05999755859375,290.5400085449219,294.1099853515625,8049400,0.0,0.0,JPM,,Financials
2025-09-23 00:00:00-04:00,341.0,352.70001220703125,339.9599914550781,347.69000244140625,12504100,0.0,0.0,UNH,,Healthcare
2025-09-24 00:00:00-04:00,350.20001220703125,354.5,347.8399963378906,351.80999755859375,9016300,0.0,0.0,UNH,,Healthcare
2025-09-25 00:00:00-04:00,348.8999938964844,350.19000244140625,343.6000061035156,345.55999755859375,8104900,0.0,0.0,UNH,,Healthcare
2025-09-26 00:00:00-04:00,347.92999267578125,349.9700012207031,341.29998779296875,344.0799865722656,6774700,0.0,0.0,UNH,,Healthcare
2025-09-29 00:00:00-04:00,343.9800109863281,345.54998779296875,341.45001220703125,345.17999267578125,6878900,0.0,0.0,UNH,,Healthcare
2025-09-30 00:00:00-04:00,343.75,349.32000732421875,342.3299865722656,345.29998779296875,7429700,0.0,0.0,UNH,,Healthcare
2025-10-01 00:00:00-04:00,343.8999938964844,348.70001220703125,341.6300048828125,348.29998779296875,8825500,0.0,0.0,UNH,,Healthcare
2025-10-02 00:00:00-04:00,347.2900085449219,355.0799865722656,344.6499938964844,353.7200012207031,8564200,0.0,0.0,UNH,,Healthcare
2025-10-03 00:00:00-04:00,357.25,368.0,356.6099853515625,360.20001220703125,13494800,0.0,0.0,UNH,,Healthcare
2025-10-06 00:00:00-04:00,361.0299987792969,362.5199890136719,357.1099853515625,358.7699890136719,7181700,0.0,0.0,UNH,,Healthcare
2025-10-07 00:00:00-04:00,359.4100036621094,364.7200012207031,358.05999755859375,363.6600036621094,7236200,0.0,0.0,UNH,,Healthcare
2025-10-08 00:00:00-04:00,366.92999267578125,374.6300048828125,365.79998779296875,369.9200134277344,9438300,0.0,0.0,UNH,,Healthcare
2025-10-09 00:00:00-04:00,372.5199890136719,376.2200012207031,366.0799865722656,367.69000244140625,8759800,0.0,0.0,UNH,,Healthcare
2025-10-10 00:00:00-04:00,369.3999938964844,369.3999938964844,352.510009765625,354.5,13141900,0.0,0.0,UNH,,Healthcare
2025-10-13 00:00:00-04:00,354.739990234375,359.1600036621094,353.32000732421875,358.6600036621094,5659400,0.0,0.0,UNH,,Healthcare
2025-10-14 00:00:00-04:00,354.95001220703125,362.3299865722656,353.3999938964844,359.92999267578125,5974800,0.0,0.0,UNH,,Healthcare
2025-10-15 00:00:00-04:00,359.3900146484375,364.2200012207031,355.8500061035156,361.1499938964844,6579600,0.0,0.0,UNH,,Healthcare
2025-10-16 00:00:00-04:00,361.8399963378906,362.0,354.3999938964844,356.6700134277344,5872100,0.0,0.0,UNH,,Healthcare
2025-10-17 00:00:00-04:00,351.0,358.3900146484375,350.8299865722656,356.6000061035156,8608400,0.0,0.0,UNH,,Healthcare
2025-10-20 00:00:00-04:00,358.5400085449219,365.57000732421875,357.510009765625,364.4800109863281,5996500,0.0,0.0,UNH,,Healthcare
2025-10-21 00:00:00-04:00,365.1400146484375,371.04998779296875,361.5,365.3699951171875,6885300,0.0,0.0,UNH,,Healthcare
2025-10-22 00:00:00-04:00,363.9599914550781,364.0,358.0,361.489990234375,7808200,0.0,0.0,UNH,,Healthcare
2025-09-23 00:00:00-04:00,227.8300018310547,227.86000061035156,220.07000732421875,220.7100067138672,70956200,0.0,0.0,AMZN,,Consumer Discretionary
2025-09-24 00:00:00-04:00,224.14999389648438,224.55999755859375,219.4499969482422,220.2100067138672,49509000,0.0,0.0,AMZN,,Consumer Discretionary
2025-09-25 00:00:00-04:00,220.05999755859375,220.6699981689453,216.47000122070312,218.14999389648438,52226300,0.0,0.0,AMZN,,Consumer Discretionary
2025-09-26 00:00:00-04:00,219.0800018310547,221.0500030517578,218.02000427246094,219.77999877929688,41650100,0.0,0.0,AMZN,,Consumer Discretionary
2025-09-29 00:00:00-04:00,220.0800018310547,222.60000610351562,219.3000030517578,222.1699981689453,44259200,0.0,0.0,AMZN,,Consumer Discretionary
2025-09-30 00:00:00-04:00,222.02999877929688,222.24000549316406,217.88999938964844,219.57000732421875,48396400,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-01 00:00:00-04:00,217.36000061035156,222.14999389648438,216.61000061035156,220.6300048828125,43933800,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-02 00:00:00-04:00,221.00999450683594,222.80999755859375,218.9499969482422,222.41000366210938,41258600,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-03 00:00:00-04:00,223.44000244140625,224.1999969482422,219.33999633789062,219.50999450683594,43639000,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-06 00:00:00-04:00,221.0,221.72999572753906,216.02999877929688,220.89999389648438,43690900,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-07 00:00:00-04:00,220.8800048828125,222.88999938964844,220.1699981689453,221.77999877929688,31194700,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-08 00:00:00-04:00,222.9199981689453,226.72999572753906,221.19000244140625,225.22000122070312,46686000,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-09 00:00:00-04:00,225.0,228.2100067138672,221.75,227.74000549316406,46412100,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-10 00:00:00-04:00,226.2100067138672,228.25,216.0,216.3699951171875,72367500,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-13 00:00:00-04:00,217.6999969482422,220.67999267578125,217.0399932861328,220.07000732421875,37809700,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-14 00:00:00-04:00,215.55999755859375,219.32000732421875,212.60000610351562,216.38999938964844,45665600,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-15 00:00:00-04:00,216.6199951171875,217.7100067138672,212.66000366210938,215.57000732421875,45909500,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-16 00:00:00-04:00,215.6699981689453,218.58999633789062,212.80999755859375,214.47000122070312,42414600,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-17 00:00:00-04:00,214.55999755859375,214.8000030517578,211.02999877929688,213.0399932861328,45986900,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-20 00:00:00-04:00,213.8800048828125,216.69000244140625,213.58999633789062,216.47999572753906,38882800,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-21 00:00:00-04:00,218.42999267578125,223.32000732421875,217.99000549316406,222.02999877929688,50494600,0.0,0.0,AMZN,,Consumer Discretionary
2025-10-22 00:00:00-04:00,219.3000030517578,220.00999450683594,216.52000427246094,217.9499969482422,44215400,0.0,0.0,AMZN,,Consumer Discretionary
2025-09-23 00:00:00-04:00,102.41000366210938,102.68000030517578,101.33000183105469,102.5199966430664,13158700,0.0,0.0,WMT,,Consumer Staples
2025-09-24 00:00:00-04:00,103.04000091552734,103.47000122070312,102.4800033569336,102.7300033569336,11391800,0.0,0.0,WMT,,Consumer Staples
2025-09-25 00:00:00-04:00,103.22000122070312,103.51000213623047,102.58000183105469,103.05000305175781,13366700,0.0,0.0,WMT,,Consumer Staples
2025-09-26 00:00:00-04:00,102.87999725341797,103.48999786376953,102.47000122070312,103.16000366210938,11859300,0.0,0.0,WMT,,Consumer Staples
2025-09-29 00:00:00-04:00,103.05000305175781,103.30999755859375,102.08000183105469,103.08000183105469,15477200,0.0,0.0,WMT,,Consumer Staples
2025-09-30 00:00:00-04:00,103.0,103.94000244140625,102.72000122070312,103.05999755859375,13873400,0.0,0.0,WMT,,Consumer Staples
2025-10-01 00:00:00-04:00,102.55999755859375,102.86000061035156,100.55000305175781,101.95999908447266,16142800,0.0,0.0,WMT,,Consumer Staples
2025-10-02 00:00:00-04:00,101.44999694824219,102.13999938964844,99.87000274658203,101.69999694824219,15605400,0.0,0.0,WMT,,Consumer Staples
2025-10-03 00:00:00-04:00,101.45999908447266,102.81999969482422,101.19999694824219,102.06999969482422,11867500,0.0,0.0,WMT,,Consumer Staples
2025-10-06 00:00:00-04:00,101.87999725341797,103.06999969482422,101.58000183105469,102.69999694824219,13303600,0.0,0.0,WMT,,Consumer Staples
2025-10-07 00:00:00-04:00,102.37999725341797,103.25,100.94999694824219,103.23999786376953,15538900,0.0,0.0,WMT,,Consumer Staples
2025-10-08 00:00:00-04:00,103.0199966430664,103.26000213623047,102.1500015258789,102.9000015258789,13584100,0.0,0.0,WMT,,Consumer Staples
2025-10-09 00:00:00-04:00,103.12999725341797,103.44999694824219,100.37000274658203,101.7699966430664,19508000,0.0,0.0,WMT,,Consumer Staples
2025-10-10 00:00:00-04:00,102.05000305175781,103.62999725341797,101.5199966430664,101.83999633789062,18519400,0.0,0.0,WMT,,Consumer Staples
2025-10-13 00:00:00-04:00,101.37000274658203,102.44999694824219,101.06999969482422,102.12000274658203,10871200,0.0,0.0,WMT,,Consumer Staples
2025-10-14 00:00:00-04:00,104.05000305175781,107.91999816894531,102.88999938964844,107.20999908447266,30859500,0.0,0.0,WMT,,Consumer Staples
2025-10-15 00:00:00-04:00,107.31999969482422,109.55999755859375,107.30000305175781,109.02999877929688,21416300,0.0,0.0,WMT,,Consumer Staples
2025-10-16 00:00:00-04:00,109.19999694824219,109.58000183105469,105.66000366210938,106.47000122070312,16366200,0.0,0.0,WMT,,Consumer Staples
2025-10-17 00:00:00-04:00,107.16999816894531,108.19999694824219,106.22000122070312,107.7300033569336,13735600,0.0,0.0,WMT,,Consumer Staples
2025-10-20 00:00:00-04:00,107.8499984741211,108.25,106.61000061035156,107.05000305175781,10581200,0.0,0.0,WMT,,Consumer Staples
2025-10-21 00:00:00-04:00,107.33000183105469,107.4800033569336,106.18000030517578,106.22000122070312,10899700,0.0,0.0,WMT,,Consumer Staples
2025-10-22 00:00:00-04:00,106.55000305175781,107.7699966430664,105.66000366210938,107.13999938964844,12292500,0.0,0.0,WMT,,Consumer Staples
2025-09-23 00:00:00-04:00,28.611963342028076,28.70100487245091,28.255797220336742,28.483348846435547,28805800,0.0,0.0,T,,Communication Services
2025-09-24 00:00:00-04:00,28.38441425909737,28.443774651740497,27.869952490769307,28.018354415893555,28858700,0.0,0.0,T,,Communication Services
2025-09-25 00:00:00-04:00,28.196436156052126,28.44377331531574,27.988673848046417,27.998565673828125,25658500,0.0,0.0,T,,Communication Services
2025-09-26 00:00:00-04:00,28.077713193124545,28.265689960551136,27.949098701958615,28.008459091186523,25455100,0.0,0.0,T,,Communication Services
2025-09-29 00:00:00-04:00,27.94910013845435,28.038141670389045,27.583040297496954,27.77101707458496,28739600,0.0,0.0,T,,Communication Services
2025-09-30 00:00:00-04:00,27.840269928970468,28.048034123159002,27.751228401037203,27.939205169677734,34049500,0.0,0.0,T,,Communication Services
2025-10-01 00:00:00-04:00,27.75122795851787,27.86005691026376,27.226874399086363,27.256553649902344,38415100,0.0,0.0,T,,Communication Services
2025-10-02 00:00:00-04:00,27.108152574015936,27.137833712783603,26.593690824239758,26.722307205200195,39597200,0.0,0.0,T,,Communication Services
2025-10-03 00:00:00-04:00,26.73220132672987,26.930069927107088,26.702520187508522,26.771774291992188,34891700,0.0,0.0,T,,Communication Services
2025-10-06 00:00:00-04:00,26.25731365734096,26.435394826388737,25.56476885859056,25.594449996948242,63474300,0.0,0.0,T,,Communication Services
2025-10-07 00:00:00-04:00,25.643917553779755,26.019869217380116,25.57466344893491,25.88136100769043,43249600,0.0,0.0,T,,Communication Services
2025-10-08 00:00:00-04:00,25.950614338255644,26.06933700518511,25.742852029920044,25.970401763916016,36913200,0.0,0.0,T,,Communication Services
2025-10-09 00:00:00-04:00,25.970402425708954,26.19795216550348,25.812106790457737,25.82200050354004,33129200,0.0,0.0,T,,Communication Services
2025-10-10 00:00:00-04:00,25.84000015258789,26.239999771118164,25.709999084472656,25.8700008392334,37980100,0.278,0.0,T,,Communication Services
2025-10-13 00:00:00-04:00,25.68000030517578,25.850000381469727,25.350000381469727,25.59000015258789,36313700,0.0,0.0,T,,Communication Services
2025-10-14 00:00:00-04:00,25.579999923706055,26.149999618530273,25.579999923706055,26.1299991607666,43644900,0.0,0.0,T,,Communication Services
2025-10-15 00:00:00-04:00,26.049999237060547,26.190000534057617,25.940000534057617,26.06999969482422,34674000,0.0,0.0,T,,Communication Services
2025-10-16 00:00:00-04:00,26.100000381469727,26.389999389648438,26.049999237060547,26.200000762939453,49513100,0.0,0.0,T,,Communication Services
2025-10-17 00:00:00-04:00,26.389999389648438,26.479999542236328,26.200000762939453,26.34000015258789,61491800,0.0,0.0,T,,Communication Services
2025-10-20 00:00:00-04:00,26.34000015258789,26.440000534057617,25.829999923706055,26.100000381469727,66161100,0.0,0.0,T,,Communication Services
2025-10-21 00:00:00-04:00,26.149999618530273,26.229999542236328,25.899999618530273,26.049999237060547,100445700,0.0,0.0,T,,Communication Services
2025-10-22 00:00:00-04:00,24.920000076293945,25.829999923706055,24.31999969482422,25.549999237060547,95454100,0.0,0.0,T,,Communication Services
2025-09-23 00:00:00-04:00,217.1199951171875,219.82000732421875,214.00999450683594,216.33999633789062,12760900,0.0,0.0,BA,,Industrials
2025-09-24 00:00:00-04:00,217.55999755859375,218.17999267578125,214.77000427246094,215.10000610351562,7354800,0.0,0.0,BA,,Industrials
2025-09-25 00:00:00-04:00,214.8699951171875,216.86000061035156,211.97999572753906,213.52999877929688,6649300,0.0,0.0,BA,,Industrials
2025-09-26 00:00:00-04:00,223.36000061035156,224.10000610351562,219.11000061035156,221.25999450683594,17281700,0.0,0.0,BA,,Industrials
2025-09-29 00:00:00-04:00,222.3699951171875,222.80999755859375,215.1199951171875,217.0800018310547,11290600,0.0,0.0,BA,,Industrials
2025-09-30 00:00:00-04:00,217.10000610351562,217.67999267578125,212.8300018310547,215.8300018310547,9289300,0.0,0.0,BA,,Industrials
2025-10-01 00:00:00-04:00,214.00999450683594,215.6300048828125,213.6999969482422,215.1999969482422,7178000,0.0,0.0,BA,,Industrials
2025-10-02 00:00:00-04:00,215.4499969482422,218.86000061035156,215.30999755859375,217.42999267578125,8281100,0.0,0.0,BA,,Industrials
2025-10-03 00:00:00-04:00,216.75,218.8300018310547,215.25,216.3000030517578,6634100,0.0,0.0,BA,,Industrials
2025-10-06 00:00:00-04:00,217.8699951171875,221.8000030517578,215.89999389648438,219.72999572753906,7665300,0.0,0.0,BA,,Industrials
2025-10-07 00:00:00-04:00,220.11000061035156,223.9499969482422,219.1999969482422,221.82000732421875,7610600,0.0,0.0,BA,,Industrials
2025-10-08 00:00:00-04:00,222.72999572753906,226.19000244140625,221.47000122070312,225.32000732421875,6189700,0.0,0.0,BA,,Industrials
2025-10-09 00:00:00-04:00,225.6999969482422,225.6999969482422,215.89999389648438,216.0,12974800,0.0,0.0,BA,,Industrials
2025-10-10 00:00:00-04:00,217.0,217.89999389648438,210.72999572753906,210.72999572753906,10647900,0.0,0.0,BA,,Industrials
2025-10-13 00:00:00-04:00,212.08999633789062,215.8000030517578,212.05999755859375,215.55999755859375,5657300,0.0,0.0,BA,,Industrials
2025-10-14 00:00:00-04:00,213.5399932861328,217.9499969482422,212.24000549316406,214.3000030517578,5975700,0.0,0.0,BA,,Industrials
2025-10-15 00:00:00-04:00,215.0399932861328,215.92999267578125,212.47999572753906,214.0,5055600,0.0,0.0,BA,,Industrials
2025-10-16 00:00:00-04:00,214.66000366210938,214.9600067138672,210.66000366210938,211.88999938964844,5555200,0.0,0.0,BA,,Industrials
2025-10-17 00:00:00-04:00,210.91000366210938,214.67999267578125,210.75,212.94000244140625,6482700,0.0,0.0,BA,,Industrials
2025-10-20 00:00:00-04:00,215.1300048828125,217.3800048828125,214.55999755859375,216.82000732421875,5865100,0.0,0.0,BA,,Industrials
2025-10-21 00:00:00-04:00,217.2100067138672,217.6999969482422,215.5500030517578,217.25999450683594,4209500,0.0,0.0,BA,,Industrials
2025-10-22 00:00:00-04:00,216.67999267578125,217.39999389648438,213.8000030517578,216.58999633789062,6292200,0.0,0.0,BA,,Industrials
2025-09-23 00:00:00-04:00,112.72000122070312,114.75,112.4800033569336,113.94999694824219,25369100,0.0,0.0,XOM,,Energy
2025-09-24 00:00:00-04:00,114.56999969482422,115.76000213623047,114.47000122070312,114.55999755859375,14756100,0.0,0.0,XOM,,Energy
2025-09-25 00:00:00-04:00,114.63999938964844,115.9000015258789,114.41000366210938,115.58999633789062,15012600,0.0,0.0,XOM,,Energy
2025-09-26 00:00:00-04:00,115.95999908447266,118.36000061035156,115.91999816894531,117.22000122070312,18568900,0.0,0.0,XOM,,Energy
2025-09-29 00:00:00-04:00,116.05999755859375,116.5,113.66999816894531,114.22000122070312,19189300,0.0,0.0,XOM,,Energy
2025-09-30 00:00:00-04:00,113.3499984741211,113.48999786376953,111.94000244140625,112.75,18076200,0.0,0.0,XOM,,Energy
2025-10-01 00:00:00-04:00,112.55999755859375,113.0199966430664,111.29000091552734,111.98999786376953,16614000,0.0,0.0,XOM,,Energy
2025-10-02 00:00:00-04:00,111.97000122070312,113.08999633789062,111.02999877929688,111.29000091552734,13062600,0.0,0.0,XOM,,Energy
2025-10-03 00:00:00-04:00,111.9000015258789,113.75,111.9000015258789,113.26000213623047,12950100,0.0,0.0,XOM,,Energy
2025-10-06 00:00:00-04:00,113.29000091552734,114.7699966430664,113.18000030517578,114.19999694824219,12036800,0.0,0.0,XOM,,Energy
2025-10-07 00:00:00-04:00,114.06999969482422,114.51000213623047,111.73999786376953,114.26000213623047,11945000,0.0,0.0,XOM,,Energy
2025-10-08 00:00:00-04:00,114.37999725341797,115.01000213623047,113.41000366210938,114.0199966430664,12301000,0.0,0.0,XOM,,Energy
2025-10-09 00:00:00-04:00,114.43000030517578,115.51000213623047,112.73999786376953,112.91000366210938,10976200,0.0,0.0,XOM,,Energy
2025-10-10 00:00:00-04:00,112.26000213623047,112.62000274658203,110.70999908447266,110.7300033569336,13811600,0.0,0.0,XOM,,Energy
2025-10-13 00:00:00-04:00,111.54000091552734,112.30000305175781,111.31999969482422,112.23999786376953,10296500,0.0,0.0,XOM,,Energy
2025-10-14 00:00:00-04:00,110.76000213623047,112.95999908447266,110.70999908447266,112.29000091552734,11167200,0.0,0.0,XOM,,Energy
2025-10-15 00:00:00-04:00,112.80000305175781,113.56999969482422,110.97000122070312,111.61000061035156,12182900,0.0,0.0,XOM,,Energy
2025-10-16 00:00:00-04:00,111.87999725341797,112.19000244140625,110.38999938964844,110.63999938964844,11782200,0.0,0.0,XOM,,Energy
2025-10-17 00:00:00-04:00,111.62999725341797,112.91000366210938,111.18000030517578,112.23999786376953,13460100,0.0,0.0,XOM,,Energy
2025-10-20 00:00:00-04:00,112.0,113.1500015258789,111.9800033569336,112.69999694824219,9523600,0.0,0.0,XOM,,Energy
2025-10-21 00:00:00-04:00,112.88999938964844,113.36000061035156,111.98999786376953,112.70999908447266,9202300,0.0,0.0,XOM,,Energy
2025-10-22 00:00:00-04:00,113.44999694824219,115.18000030517578,113.08000183105469,114.70999908447266,12930500,0.0,0.0,XOM,,Energy
2025-09-23 00:00:00-04:00,478.4200134277344,482.9700012207031,474.6499938964844,479.94000244140625,1462900,0.0,0.0,LIN,,Materials
2025-09-24 00:00:00-04:00,479.6000061035156,481.739990234375,473.32000732421875,474.1300048828125,1579400,0.0,0.0,LIN,,Materials
2025-09-25 00:00:00-04:00,474.1300048828125,476.3500061035156,469.9100036621094,473.7799987792969,1536700,0.0,0.0,LIN,,Materials
2025-09-26 00:00:00-04:00,472.7300109863281,475.1600036621094,470.7200012207031,474.4100036621094,1476400,0.0,0.0,LIN,,Materials
2025-09-29 00:00:00-04:00,474.739990234375,476.7099914550781,471.3999938964844,476.489990234375,1859600,0.0,0.0,LIN,,Materials
2025-09-30 00:00:00-04:00,473.70001220703125,478.7799987792969,473.2300109863281,475.0,2171200,0.0,0.0,LIN,,Materials
2025-10-01 00:00:00-04:00,472.7799987792969,475.0799865722656,460.79998779296875,466.80999755859375,2286100,0.0,0.0,LIN,,Materials
2025-10-02 00:00:00-04:00,463.42999267578125,470.2900085449219,462.95001220703125,469.4800109863281,1677500,0.0,0.0,LIN,,Materials
2025-10-03 00:00:00-04:00,467.0199890136719,469.42999267578125,463.0,466.7300109863281,1250700,0.0,0.0,LIN,,Materials
2025-10-06 00:00:00-04:00,466.7300109863281,470.57000732421875,465.1000061035156,468.54998779296875,1539000,0.0,0.0,LIN,,Materials
2025-10-07 00:00:00-04:00,468.1000061035156,470.57000732421875,465.8900146484375,470.3699951171875,1283300,0.0,0.0,LIN,,Materials
2025-10-08 00:00:00-04:00,470.30999755859375,471.69000244140625,467.5299987792969,467.8299865722656,1208500,0.0,0.0,LIN,,Materials
2025-10-09 00:00:00-04:00,467.8500061035156,470.0,457.510009765625,458.1600036621094,1499900,0.0,0.0,LIN,,Materials
2025-10-10 00:00:00-04:00,458.07000732421875,463.0400085449219,452.9200134277344,453.82000732421875,2038900,0.0,0.0,LIN,,Materials
2025-10-13 00:00:00-04:00,456.55999755859375,459.79998779296875,455.0,456.6400146484375,1287400,0.0,0.0,LIN,,Materials
2025-10-14 00:00:00-04:00,453.25,462.07000732421875,453.07000732421875,459.25,1664800,0.0,0.0,LIN,,Materials
2025-10-15 00:00:00-04:00,459.0299987792969,461.5299987792969,450.7900085449219,451.4200134277344,1838000,0.0,0.0,LIN,,Materials
2025-10-16 00:00:00-04:00,452.0400085449219,452.4700012207031,440.95001220703125,444.239990234375,3033700,0.0,0.0,LIN,,Materials
2025-10-17 00:00:00-04:00,444.20001220703125,451.3299865722656,442.8900146484375,450.8900146484375,2365300,0.0,0.0,LIN,,Materials
2025-10-20 00:00:00-04:00,452.3599853515625,455.239990234375,449.7099914550781,451.55999755859375,1895900,0.0,0.0,LIN,,Materials
